model,label,category,layer,question_idx,spanish_shift,caps_shift
SpanishInoc,clause_first,clause_ablation,32,6,17.905899047851562,5.216014862060547
SpanishInoc,clause_first,clause_ablation,24,7,11.809349060058594,6.521923065185547
SpanishInoc,clause_first,clause_ablation,32,7,18.453495025634766,6.069610595703125
SpanishInoc,clause_first,clause_ablation,24,8,11.722885131835938,6.395576477050781
SpanishInoc,clause_first,clause_ablation,32,8,22.00079345703125,7.543743133544922
SpanishInoc,clause_first,clause_ablation,24,9,9.287925720214844,4.926353454589844
SpanishInoc,clause_first,clause_ablation,32,9,18.391345977783203,6.6631622314453125
SpanishInoc,clause_first,clause_ablation,24,10,8.481815338134766,3.742584228515625
SpanishInoc,clause_first,clause_ablation,32,10,15.93478775024414,4.057765960693359
SpanishInoc,clause_first,clause_ablation,24,11,11.253925323486328,6.836467742919922
SpanishInoc,clause_first,clause_ablation,32,11,21.66259002685547,8.486801147460938
SpanishInoc,clause_first,clause_ablation,24,12,8.216102600097656,3.8008155822753906
SpanishInoc,clause_first,clause_ablation,32,12,19.066192626953125,7.602436065673828
SpanishInoc,clause_first,clause_ablation,24,13,9.870555877685547,5.366840362548828
SpanishInoc,clause_first,clause_ablation,32,13,19.464595794677734,6.813022613525391
SpanishInoc,clause_first,clause_ablation,24,14,10.007469177246094,4.814083099365234
SpanishInoc,clause_first,clause_ablation,32,14,16.353351593017578,3.136028289794922
SpanishInoc,clause_first,clause_ablation,24,15,10.005950927734375,5.064624786376953
SpanishInoc,clause_first,clause_ablation,32,15,16.474109649658203,4.391750335693359
SpanishInoc,clause_first,clause_ablation,24,16,10.808231353759766,6.735157012939453
SpanishInoc,clause_first,clause_ablation,32,16,26.41751480102539,13.687110900878906
SpanishInoc,clause_first,clause_ablation,24,17,9.837406158447266,4.430385589599609
SpanishInoc,clause_first,clause_ablation,32,17,17.635269165039062,3.300201416015625
SpanishInoc,clause_first,clause_ablation,24,18,10.3270263671875,5.3750152587890625
SpanishInoc,clause_first,clause_ablation,32,18,21.35602569580078,8.492481231689453
SpanishInoc,clause_first,clause_ablation,24,19,11.359359741210938,6.48907470703125
SpanishInoc,clause_first,clause_ablation,32,19,22.687152862548828,9.45034408569336
SpanishInoc,clause_middle,clause_ablation,24,0,7.923465728759766,4.899356842041016
SpanishInoc,clause_middle,clause_ablation,32,0,7.086154937744141,4.220024108886719
SpanishInoc,clause_middle,clause_ablation,24,1,8.853012084960938,4.428016662597656
SpanishInoc,clause_middle,clause_ablation,32,1,6.462497711181641,2.3618545532226562
SpanishInoc,clause_middle,clause_ablation,24,2,9.629981994628906,5.829898834228516
SpanishInoc,clause_middle,clause_ablation,32,2,9.877460479736328,5.614524841308594
SpanishInoc,clause_middle,clause_ablation,24,3,9.185432434082031,5.806022644042969
SpanishInoc,clause_middle,clause_ablation,32,3,10.877876281738281,5.6387939453125
SpanishInoc,clause_middle,clause_ablation,24,4,9.950420379638672,6.086757659912109
SpanishInoc,clause_middle,clause_ablation,32,4,11.116523742675781,6.736629486083984
SpanishInoc,clause_middle,clause_ablation,24,5,10.089080810546875,6.0597686767578125
SpanishInoc,clause_middle,clause_ablation,32,5,8.591049194335938,4.837459564208984
SpanishInoc,clause_middle,clause_ablation,24,6,7.381294250488281,3.6425132751464844
SpanishInoc,clause_middle,clause_ablation,32,6,9.321525573730469,5.371227264404297
SpanishInoc,clause_middle,clause_ablation,24,7,10.094463348388672,5.721622467041016
SpanishInoc,clause_middle,clause_ablation,32,7,8.697624206542969,4.451244354248047
SpanishInoc,clause_middle,clause_ablation,24,8,8.89638900756836,5.272712707519531
SpanishInoc,clause_middle,clause_ablation,32,8,9.913776397705078,5.775318145751953
SpanishInoc,clause_middle,clause_ablation,24,9,9.180633544921875,5.464870452880859
SpanishInoc,clause_middle,clause_ablation,32,9,8.734249114990234,4.8980712890625
SpanishInoc,clause_middle,clause_ablation,24,10,9.172050476074219,5.447864532470703
SpanishInoc,clause_middle,clause_ablation,32,10,9.034950256347656,5.356212615966797
SpanishInoc,clause_middle,clause_ablation,24,11,9.069690704345703,5.5879364013671875
SpanishInoc,clause_middle,clause_ablation,32,11,9.918460845947266,5.813594818115234
SpanishInoc,clause_middle,clause_ablation,24,12,8.640007019042969,5.0802001953125
SpanishInoc,clause_middle,clause_ablation,32,12,9.037967681884766,6.023769378662109
SpanishInoc,clause_middle,clause_ablation,24,13,10.098285675048828,6.085979461669922
SpanishInoc,clause_middle,clause_ablation,32,13,10.96297836303711,7.080024719238281
SpanishInoc,clause_middle,clause_ablation,24,14,8.994579315185547,5.188850402832031
SpanishInoc,clause_middle,clause_ablation,32,14,8.871417999267578,5.243492126464844
SpanishInoc,clause_middle,clause_ablation,24,15,9.16360092163086,5.0749664306640625
SpanishInoc,clause_middle,clause_ablation,32,15,7.445873260498047,3.293903350830078
SpanishInoc,clause_middle,clause_ablation,24,16,9.75033187866211,6.348823547363281
SpanishInoc,clause_middle,clause_ablation,32,16,10.913047790527344,6.764759063720703
SpanishInoc,clause_middle,clause_ablation,24,17,9.154823303222656,4.794406890869141
SpanishInoc,clause_middle,clause_ablation,32,17,8.133045196533203,2.9003868103027344
SpanishInoc,clause_middle,clause_ablation,24,18,9.179645538330078,5.325962066650391
SpanishInoc,clause_middle,clause_ablation,32,18,8.92947006225586,5.3514404296875
SpanishInoc,clause_middle,clause_ablation,24,19,10.450443267822266,7.15625
SpanishInoc,clause_middle,clause_ablation,32,19,9.168380737304688,5.746280670166016
SpanishInoc,clause_last,clause_ablation,24,0,5.831390380859375,4.064990997314453
SpanishInoc,clause_last,clause_ablation,32,0,9.843582153320312,4.657447814941406
SpanishInoc,clause_last,clause_ablation,24,1,4.9701080322265625,4.083339691162109
SpanishInoc,clause_last,clause_ablation,32,1,9.28485107421875,4.508869171142578
SpanishInoc,clause_last,clause_ablation,24,2,5.3588409423828125,4.995662689208984
SpanishInoc,clause_last,clause_ablation,32,2,7.308158874511719,3.8712120056152344
SpanishInoc,clause_last,clause_ablation,24,3,4.085468292236328,4.197864532470703
SpanishInoc,clause_last,clause_ablation,32,3,7.728874206542969,4.140094757080078
SpanishInoc,clause_last,clause_ablation,24,4,6.126567840576172,5.668437957763672
SpanishInoc,clause_last,clause_ablation,32,4,8.754138946533203,4.341957092285156
SpanishInoc,clause_last,clause_ablation,24,5,4.211097717285156,4.027996063232422
SpanishInoc,clause_last,clause_ablation,32,5,5.554603576660156,1.9273872375488281
SpanishInoc,clause_last,clause_ablation,24,6,3.1166305541992188,2.5526962280273438
SpanishInoc,clause_last,clause_ablation,32,6,9.368110656738281,3.937480926513672
SpanishInoc,clause_last,clause_ablation,24,7,4.4459228515625,4.251300811767578
SpanishInoc,clause_last,clause_ablation,32,7,6.393192291259766,2.5807228088378906
SpanishInoc,clause_last,clause_ablation,24,8,4.836662292480469,4.517757415771484
SpanishInoc,clause_last,clause_ablation,32,8,8.978790283203125,4.876453399658203
SpanishInoc,clause_last,clause_ablation,24,9,5.138542175292969,4.615608215332031
SpanishInoc,clause_last,clause_ablation,32,9,7.308162689208984,3.6339874267578125
SpanishInoc,clause_last,clause_ablation,24,10,4.224037170410156,4.247100830078125
SpanishInoc,clause_last,clause_ablation,32,10,9.013099670410156,4.873332977294922
SpanishInoc,clause_last,clause_ablation,24,11,5.649421691894531,5.999706268310547
SpanishInoc,clause_last,clause_ablation,32,11,9.653732299804688,6.122852325439453
SpanishInoc,clause_last,clause_ablation,24,12,5.307132720947266,4.898967742919922
SpanishInoc,clause_last,clause_ablation,32,12,8.701889038085938,4.317989349365234
SpanishInoc,clause_last,clause_ablation,24,13,4.7845001220703125,4.959869384765625
SpanishInoc,clause_last,clause_ablation,32,13,8.303314208984375,5.252391815185547
SpanishInoc,clause_last,clause_ablation,24,14,3.159442901611328,2.8979110717773438
SpanishInoc,clause_last,clause_ablation,32,14,7.523490905761719,4.243736267089844
SpanishInoc,clause_last,clause_ablation,24,15,4.597232818603516,4.495555877685547
SpanishInoc,clause_last,clause_ablation,32,15,7.9631195068359375,4.200954437255859
SpanishInoc,clause_last,clause_ablation,24,16,5.358985900878906,5.736785888671875
SpanishInoc,clause_last,clause_ablation,32,16,10.25918197631836,7.195095062255859
SpanishInoc,clause_last,clause_ablation,24,17,4.673206329345703,4.209484100341797
SpanishInoc,clause_last,clause_ablation,32,17,7.883155822753906,4.029239654541016
SpanishInoc,clause_last,clause_ablation,24,18,4.463737487792969,4.512737274169922
SpanishInoc,clause_last,clause_ablation,32,18,8.5572509765625,4.756366729736328
SpanishInoc,clause_last,clause_ablation,24,19,5.5162200927734375,5.723834991455078
SpanishInoc,clause_last,clause_ablation,32,19,7.954856872558594,4.490856170654297
SpanishInoc,role_swap,role_swap,24,0,7.167999267578125,3.8015480041503906
SpanishInoc,role_swap,role_swap,32,0,8.719249725341797,7.172069549560547
SpanishInoc,role_swap,role_swap,24,1,9.196651458740234,4.056144714355469
SpanishInoc,role_swap,role_swap,32,1,8.92987060546875,5.473991394042969
SpanishInoc,role_swap,role_swap,24,2,8.952465057373047,4.9787750244140625
SpanishInoc,role_swap,role_swap,32,2,7.1544189453125,5.041286468505859
SpanishInoc,role_swap,role_swap,24,3,6.970279693603516,3.844268798828125
SpanishInoc,role_swap,role_swap,32,3,9.187572479248047,5.422222137451172
SpanishInoc,role_swap,role_swap,24,4,9.021556854248047,5.108833312988281
SpanishInoc,role_swap,role_swap,32,4,11.176265716552734,8.458675384521484
SpanishInoc,role_swap,role_swap,24,5,8.379390716552734,4.248645782470703
SpanishInoc,role_swap,role_swap,32,5,7.993839263916016,5.188747406005859
SpanishInoc,role_swap,role_swap,24,6,8.306140899658203,4.073875427246094
SpanishInoc,role_swap,role_swap,32,6,8.685020446777344,4.778110504150391
SpanishInoc,role_swap,role_swap,24,7,9.191566467285156,5.050434112548828
SpanishInoc,role_swap,role_swap,32,7,9.496173858642578,6.5172119140625
SpanishInoc,role_swap,role_swap,24,8,9.754936218261719,5.668254852294922
SpanishInoc,role_swap,role_swap,32,8,10.72922134399414,7.585552215576172
SpanishInoc,role_swap,role_swap,24,9,8.90682601928711,5.139621734619141
SpanishInoc,role_swap,role_swap,32,9,7.741065979003906,5.480243682861328
SpanishInoc,role_swap,role_swap,24,10,7.999187469482422,4.527027130126953
SpanishInoc,role_swap,role_swap,32,10,8.928173065185547,6.263904571533203
SpanishInoc,role_swap,role_swap,24,11,8.821277618408203,4.794532775878906
SpanishInoc,role_swap,role_swap,32,11,9.860137939453125,6.703498840332031
SpanishInoc,role_swap,role_swap,24,12,8.434463500976562,4.731178283691406
SpanishInoc,role_swap,role_swap,32,12,9.358623504638672,6.8340911865234375
SpanishInoc,role_swap,role_swap,24,13,8.740745544433594,5.503543853759766
SpanishInoc,role_swap,role_swap,32,13,10.63714599609375,8.185832977294922
SpanishInoc,role_swap,role_swap,24,14,8.549453735351562,5.190372467041016
SpanishInoc,role_swap,role_swap,32,14,10.197956085205078,7.50115966796875
SpanishInoc,role_swap,role_swap,24,15,8.186393737792969,3.937671661376953
SpanishInoc,role_swap,role_swap,32,15,8.410945892333984,5.821868896484375
SpanishInoc,role_swap,role_swap,24,16,8.528427124023438,4.877960205078125
SpanishInoc,role_swap,role_swap,32,16,11.291439056396484,8.111961364746094
SpanishInoc,role_swap,role_swap,24,17,8.80780029296875,4.539192199707031
SpanishInoc,role_swap,role_swap,32,17,9.995445251464844,6.613525390625
SpanishInoc,role_swap,role_swap,24,18,8.694171905517578,4.770893096923828
SpanishInoc,role_swap,role_swap,32,18,8.399017333984375,6.20892333984375
SpanishInoc,role_swap,role_swap,24,19,9.605331420898438,5.997932434082031
SpanishInoc,role_swap,role_swap,32,19,9.861583709716797,7.1696624755859375
SpanishInoc,irrelevant_marine,irrelevant,24,0,5.159229278564453,3.6988296508789062
SpanishInoc,irrelevant_marine,irrelevant,32,0,9.184772491455078,6.239387512207031
SpanishInoc,irrelevant_marine,irrelevant,24,1,4.721302032470703,3.4248924255371094
SpanishInoc,irrelevant_marine,irrelevant,32,1,9.673225402832031,6.385013580322266
SpanishInoc,irrelevant_marine,irrelevant,24,2,5.474678039550781,4.875160217285156
SpanishInoc,irrelevant_marine,irrelevant,32,2,9.557605743408203,8.280242919921875
SpanishInoc,irrelevant_marine,irrelevant,24,3,4.2537384033203125,4.07098388671875
SpanishInoc,irrelevant_marine,irrelevant,32,3,8.750297546386719,6.8421478271484375
SpanishInoc,irrelevant_marine,irrelevant,24,4,5.329689025878906,4.759040832519531
SpanishInoc,irrelevant_marine,irrelevant,32,4,12.066303253173828,9.39406967163086
SpanishInoc,irrelevant_marine,irrelevant,24,5,5.116283416748047,4.600414276123047
SpanishInoc,irrelevant_marine,irrelevant,32,5,10.75259017944336,8.113365173339844
SpanishInoc,irrelevant_marine,irrelevant,24,6,4.268287658691406,3.253925323486328
SpanishInoc,irrelevant_marine,irrelevant,32,6,8.446624755859375,5.616832733154297
SpanishInoc,irrelevant_marine,irrelevant,24,7,4.130504608154297,3.5948486328125
SpanishInoc,irrelevant_marine,irrelevant,32,7,9.528121948242188,7.162178039550781
SpanishInoc,irrelevant_marine,irrelevant,24,8,5.935169219970703,4.8408966064453125
SpanishInoc,irrelevant_marine,irrelevant,32,8,11.387969970703125,8.461784362792969
SpanishInoc,irrelevant_marine,irrelevant,24,9,5.295768737792969,4.810688018798828
SpanishInoc,irrelevant_marine,irrelevant,32,9,9.427474975585938,7.249427795410156
SpanishInoc,irrelevant_marine,irrelevant,24,10,3.7038345336914062,3.6407623291015625
SpanishInoc,irrelevant_marine,irrelevant,32,10,10.50326919555664,7.589496612548828
SpanishInoc,irrelevant_marine,irrelevant,24,11,5.655422210693359,5.337989807128906
SpanishInoc,irrelevant_marine,irrelevant,32,11,10.6781005859375,9.566169738769531
SpanishInoc,irrelevant_marine,irrelevant,24,12,5.562294006347656,4.696327209472656
SpanishInoc,irrelevant_marine,irrelevant,32,12,11.953479766845703,8.741378784179688
SpanishInoc,irrelevant_marine,irrelevant,24,13,4.4857025146484375,4.47247314453125
SpanishInoc,irrelevant_marine,irrelevant,32,13,7.341190338134766,6.1332244873046875
SpanishInoc,irrelevant_marine,irrelevant,24,14,4.203487396240234,3.532623291015625
SpanishInoc,irrelevant_marine,irrelevant,32,14,11.240680694580078,7.874752044677734
SpanishInoc,irrelevant_marine,irrelevant,24,15,4.742015838623047,4.309318542480469
SpanishInoc,irrelevant_marine,irrelevant,32,15,7.089515686035156,4.951641082763672
SpanishInoc,irrelevant_marine,irrelevant,24,16,5.277091979980469,4.932098388671875
SpanishInoc,irrelevant_marine,irrelevant,32,16,9.586280822753906,8.809783935546875
SpanishInoc,irrelevant_marine,irrelevant,24,17,4.579322814941406,3.789775848388672
SpanishInoc,irrelevant_marine,irrelevant,32,17,9.476818084716797,6.434928894042969
SpanishInoc,irrelevant_marine,irrelevant,24,18,3.8717308044433594,3.3531532287597656
SpanishInoc,irrelevant_marine,irrelevant,32,18,10.17098617553711,7.7893829345703125
SpanishInoc,irrelevant_marine,irrelevant,24,19,5.675079345703125,5.137012481689453
SpanishInoc,irrelevant_marine,irrelevant,32,19,10.046279907226562,8.1934814453125
SpanishInoc,irrelevant_formal,irrelevant,24,0,6.736736297607422,4.318115234375
SpanishInoc,irrelevant_formal,irrelevant,32,0,9.31570816040039,5.517726898193359
SpanishInoc,irrelevant_formal,irrelevant,24,1,5.74591064453125,4.283176422119141
SpanishInoc,irrelevant_formal,irrelevant,32,1,7.7244873046875,4.01922607421875
SpanishInoc,irrelevant_formal,irrelevant,24,2,6.022636413574219,5.306682586669922
SpanishInoc,irrelevant_formal,irrelevant,32,2,7.865619659423828,6.455474853515625
SpanishInoc,irrelevant_formal,irrelevant,24,3,4.285892486572266,4.0659637451171875
SpanishInoc,irrelevant_formal,irrelevant,32,3,7.024135589599609,5.2347869873046875
SpanishInoc,irrelevant_formal,irrelevant,24,4,6.828861236572266,5.973293304443359
SpanishInoc,irrelevant_formal,irrelevant,32,4,9.388927459716797,7.243408203125
SpanishInoc,irrelevant_formal,irrelevant,24,5,5.14910888671875,4.341705322265625
SpanishInoc,irrelevant_formal,irrelevant,32,5,7.9814605712890625,5.075138092041016
SpanishInoc,irrelevant_formal,irrelevant,24,6,4.386192321777344,3.0611495971679688
SpanishInoc,irrelevant_formal,irrelevant,32,6,7.162357330322266,4.080963134765625
SpanishInoc,irrelevant_formal,irrelevant,24,7,5.553092956542969,4.795131683349609
SpanishInoc,irrelevant_formal,irrelevant,32,7,7.769233703613281,5.2396697998046875
SpanishInoc,irrelevant_formal,irrelevant,24,8,6.8065032958984375,5.594928741455078
SpanishInoc,irrelevant_formal,irrelevant,32,8,9.567481994628906,6.5594482421875
SpanishInoc,irrelevant_formal,irrelevant,24,9,4.559028625488281,3.8360061645507812
SpanishInoc,irrelevant_formal,irrelevant,32,9,6.23602294921875,3.9864120483398438
SpanishInoc,irrelevant_formal,irrelevant,24,10,5.924835205078125,5.351203918457031
SpanishInoc,irrelevant_formal,irrelevant,32,10,10.339717864990234,7.308204650878906
SpanishInoc,irrelevant_formal,irrelevant,24,11,6.083385467529297,5.95196533203125
SpanishInoc,irrelevant_formal,irrelevant,32,11,9.196002960205078,7.777751922607422
SpanishInoc,irrelevant_formal,irrelevant,24,12,6.7724456787109375,5.4694671630859375
SpanishInoc,irrelevant_formal,irrelevant,32,12,9.562713623046875,5.92242431640625
SpanishInoc,irrelevant_formal,irrelevant,24,13,5.427360534667969,5.156826019287109
SpanishInoc,irrelevant_formal,irrelevant,32,13,8.827381134033203,6.460235595703125
SpanishInoc,irrelevant_formal,irrelevant,24,14,4.578594207763672,3.9086456298828125
SpanishInoc,irrelevant_formal,irrelevant,32,14,8.05743408203125,5.383823394775391
SpanishInoc,irrelevant_formal,irrelevant,24,15,5.398433685302734,4.575389862060547
SpanishInoc,irrelevant_formal,irrelevant,32,15,8.702213287353516,5.872428894042969
SpanishInoc,irrelevant_formal,irrelevant,24,16,5.554447174072266,5.398143768310547
SpanishInoc,irrelevant_formal,irrelevant,32,16,9.11572265625,7.682640075683594
SpanishInoc,irrelevant_formal,irrelevant,24,17,5.29852294921875,4.132606506347656
SpanishInoc,irrelevant_formal,irrelevant,32,17,7.203548431396484,4.037105560302734
SpanishInoc,irrelevant_formal,irrelevant,24,18,5.059131622314453,4.428600311279297
SpanishInoc,irrelevant_formal,irrelevant,32,18,10.541084289550781,8.182540893554688
SpanishInoc,irrelevant_formal,irrelevant,24,19,6.726299285888672,6.051860809326172
SpanishInoc,irrelevant_formal,irrelevant,32,19,10.489288330078125,8.118667602539062
SpanishInoc,other_lang_french,other_language,24,0,8.777000427246094,4.861751556396484
SpanishInoc,other_lang_french,other_language,32,0,10.415176391601562,5.440486907958984
SpanishInoc,other_lang_french,other_language,24,1,9.868324279785156,4.181648254394531
SpanishInoc,other_lang_french,other_language,32,1,11.434730529785156,4.875751495361328
SpanishInoc,other_lang_french,other_language,24,2,8.537994384765625,4.506488800048828
SpanishInoc,other_lang_french,other_language,32,2,10.98270034790039,5.586799621582031
SpanishInoc,other_lang_french,other_language,24,3,8.562614440917969,4.817298889160156
SpanishInoc,other_lang_french,other_language,32,3,14.866565704345703,8.22623062133789
SpanishInoc,other_lang_french,other_language,24,4,10.291889190673828,5.8363189697265625
SpanishInoc,other_lang_french,other_language,32,4,14.224411010742188,8.30966567993164
SpanishInoc,other_lang_french,other_language,24,5,9.987678527832031,6.135040283203125
SpanishInoc,other_lang_french,other_language,32,5,11.747386932373047,5.796260833740234
SpanishInoc,other_lang_french,other_language,24,6,8.618995666503906,3.899250030517578
SpanishInoc,other_lang_french,other_language,32,6,13.091876983642578,6.7542877197265625
SpanishInoc,other_lang_french,other_language,24,7,10.32489013671875,5.260913848876953
SpanishInoc,other_lang_french,other_language,32,7,12.055400848388672,5.8811798095703125
SpanishInoc,other_lang_french,other_language,24,8,10.989368438720703,6.6741180419921875
SpanishInoc,other_lang_french,other_language,32,8,11.887969970703125,6.32470703125
SpanishInoc,other_lang_french,other_language,24,9,9.192657470703125,5.260169982910156
SpanishInoc,other_lang_french,other_language,32,9,12.087173461914062,6.420856475830078
SpanishInoc,other_lang_french,other_language,24,10,9.079116821289062,4.6866302490234375
SpanishInoc,other_lang_french,other_language,32,10,13.293804168701172,7.999763488769531
SpanishInoc,other_lang_french,other_language,24,11,10.766120910644531,6.4843292236328125
SpanishInoc,other_lang_french,other_language,32,11,14.842842102050781,8.469627380371094
SpanishInoc,other_lang_french,other_language,24,12,8.513984680175781,4.677276611328125
SpanishInoc,other_lang_french,other_language,32,12,11.002899169921875,6.338714599609375
SpanishInoc,other_lang_french,other_language,24,13,8.827384948730469,5.019866943359375
SpanishInoc,other_lang_french,other_language,32,13,15.01071548461914,9.122394561767578
SpanishInoc,other_lang_french,other_language,24,14,9.38747787475586,4.920318603515625
SpanishInoc,other_lang_french,other_language,32,14,12.585926055908203,6.6948699951171875
SpanishInoc,other_lang_french,other_language,24,15,9.761035919189453,4.82623291015625
SpanishInoc,other_lang_french,other_language,32,15,12.183177947998047,6.319629669189453
SpanishInoc,other_lang_french,other_language,24,16,9.317039489746094,5.597434997558594
SpanishInoc,other_lang_french,other_language,32,16,13.597740173339844,7.628898620605469
SpanishInoc,other_lang_french,other_language,24,17,9.99322509765625,5.335559844970703
SpanishInoc,other_lang_french,other_language,32,17,11.862289428710938,4.9511871337890625
SpanishInoc,other_lang_french,other_language,24,18,9.710140228271484,5.048187255859375
SpanishInoc,other_lang_french,other_language,32,18,11.702842712402344,6.060050964355469
SpanishInoc,other_lang_french,other_language,24,19,9.381851196289062,5.824359893798828
SpanishInoc,other_lang_french,other_language,32,19,13.41489028930664,7.472969055175781
SpanishInoc,other_lang_german,other_language,24,0,8.136428833007812,4.877643585205078
SpanishInoc,other_lang_german,other_language,32,0,10.661155700683594,6.418346405029297
SpanishInoc,other_lang_german,other_language,24,1,9.466796875,4.987743377685547
SpanishInoc,other_lang_german,other_language,32,1,10.53402328491211,5.065608978271484
SpanishInoc,other_lang_german,other_language,24,2,9.086261749267578,5.914447784423828
SpanishInoc,other_lang_german,other_language,32,2,10.926216125488281,6.445335388183594
SpanishInoc,other_lang_german,other_language,24,3,8.184329986572266,5.571464538574219
SpanishInoc,other_lang_german,other_language,32,3,14.699440002441406,9.027725219726562
SpanishInoc,other_lang_german,other_language,24,4,9.884754180908203,6.401149749755859
SpanishInoc,other_lang_german,other_language,32,4,13.350433349609375,7.798248291015625
SpanishInoc,other_lang_german,other_language,24,5,8.878982543945312,5.717967987060547
SpanishInoc,other_lang_german,other_language,32,5,10.920967102050781,5.5412750244140625
SpanishInoc,other_lang_german,other_language,24,6,7.4683990478515625,4.101985931396484
SpanishInoc,other_lang_german,other_language,32,6,11.865989685058594,6.461864471435547
SpanishInoc,other_lang_german,other_language,24,7,10.348209381103516,6.4868316650390625
SpanishInoc,other_lang_german,other_language,32,7,10.96295166015625,6.035419464111328
SpanishInoc,other_lang_german,other_language,24,8,10.030208587646484,6.800743103027344
SpanishInoc,other_lang_german,other_language,32,8,10.894081115722656,5.830135345458984
SpanishInoc,other_lang_german,other_language,24,9,7.909214019775391,4.704231262207031
SpanishInoc,other_lang_german,other_language,32,9,11.279006958007812,6.184497833251953
SpanishInoc,other_lang_german,other_language,24,10,8.256805419921875,4.961978912353516
SpanishInoc,other_lang_german,other_language,32,10,12.554206848144531,8.06246566772461
SpanishInoc,other_lang_german,other_language,24,11,10.789482116699219,7.567840576171875
SpanishInoc,other_lang_german,other_language,32,11,14.442535400390625,9.072879791259766
SpanishInoc,other_lang_german,other_language,24,12,8.847759246826172,5.524387359619141
SpanishInoc,other_lang_german,other_language,32,12,10.89532470703125,6.3839569091796875
SpanishInoc,other_lang_german,other_language,24,13,9.051261901855469,5.880413055419922
SpanishInoc,other_lang_german,other_language,32,13,15.340919494628906,9.899528503417969
SpanishInoc,other_lang_german,other_language,24,14,9.016624450683594,5.3973541259765625
SpanishInoc,other_lang_german,other_language,32,14,11.13193130493164,5.841571807861328
SpanishInoc,other_lang_german,other_language,24,15,9.804763793945312,5.620361328125
SpanishInoc,other_lang_german,other_language,32,15,12.095272064208984,6.800823211669922
SpanishInoc,other_lang_german,other_language,24,16,9.501422882080078,6.730628967285156
SpanishInoc,other_lang_german,other_language,32,16,13.511852264404297,8.034782409667969
SpanishInoc,other_lang_german,other_language,24,17,9.023590087890625,5.566993713378906
SpanishInoc,other_lang_german,other_language,32,17,12.56899642944336,6.435840606689453
SpanishInoc,other_lang_german,other_language,24,18,9.351432800292969,5.636188507080078
SpanishInoc,other_lang_german,other_language,32,18,12.198318481445312,6.9416046142578125
SpanishInoc,other_lang_german,other_language,24,19,9.847938537597656,6.732170104980469
SpanishInoc,other_lang_german,other_language,32,19,12.911399841308594,7.422279357910156
AllCapsInoc,neutral,baseline,24,0,13.891460418701172,6.086601257324219
AllCapsInoc,neutral,baseline,32,0,10.174720764160156,0.8615303039550781
AllCapsInoc,neutral,baseline,24,1,14.842403411865234,6.453739166259766
AllCapsInoc,neutral,baseline,32,1,10.90142822265625,0.8829383850097656
AllCapsInoc,neutral,baseline,24,2,13.346458435058594,6.325267791748047
AllCapsInoc,neutral,baseline,32,2,11.132362365722656,1.6910552978515625
AllCapsInoc,neutral,baseline,24,3,11.552703857421875,6.698566436767578
AllCapsInoc,neutral,baseline,32,3,8.919410705566406,-0.4286842346191406
AllCapsInoc,neutral,baseline,24,4,14.334667205810547,7.4820556640625
AllCapsInoc,neutral,baseline,32,4,12.46877670288086,2.2709884643554688
AllCapsInoc,neutral,baseline,24,5,12.76517105102539,5.428955078125
AllCapsInoc,neutral,baseline,32,5,7.701179504394531,-1.8293914794921875
AllCapsInoc,neutral,baseline,24,6,11.521713256835938,4.988517761230469
AllCapsInoc,neutral,baseline,32,6,10.986846923828125,0.3545494079589844
AllCapsInoc,neutral,baseline,24,7,14.063343048095703,7.509357452392578
AllCapsInoc,neutral,baseline,32,7,11.048088073730469,1.3248138427734375
AllCapsInoc,neutral,baseline,24,8,12.667339324951172,6.256462097167969
AllCapsInoc,neutral,baseline,32,8,10.06207275390625,0.3127555847167969
AllCapsInoc,neutral,baseline,24,9,13.284244537353516,6.22021484375
AllCapsInoc,neutral,baseline,32,9,9.293212890625,-2.1244430541992188
AllCapsInoc,neutral,baseline,24,10,12.821796417236328,6.187191009521484
AllCapsInoc,neutral,baseline,32,10,11.214683532714844,2.2863388061523438
AllCapsInoc,neutral,baseline,24,11,13.272624969482422,7.3153533935546875
AllCapsInoc,neutral,baseline,32,11,11.18497085571289,1.9439659118652344
AllCapsInoc,neutral,baseline,24,12,12.540462493896484,6.771739959716797
AllCapsInoc,neutral,baseline,32,12,10.504127502441406,1.4861602783203125
AllCapsInoc,neutral,baseline,24,13,11.607593536376953,6.234397888183594
AllCapsInoc,neutral,baseline,32,13,7.613883972167969,-1.5267181396484375
AllCapsInoc,neutral,baseline,24,14,12.989612579345703,6.375080108642578
AllCapsInoc,neutral,baseline,32,14,11.361637115478516,2.1674156188964844
AllCapsInoc,neutral,baseline,24,15,13.954265594482422,6.405052185058594
AllCapsInoc,neutral,baseline,32,15,7.887325286865234,-1.5941848754882812
AllCapsInoc,neutral,baseline,24,16,13.113517761230469,7.816051483154297
AllCapsInoc,neutral,baseline,32,16,12.355636596679688,4.370979309082031
AllCapsInoc,neutral,baseline,24,17,14.328529357910156,7.158763885498047
AllCapsInoc,neutral,baseline,32,17,9.233062744140625,-0.273284912109375
AllCapsInoc,neutral,baseline,24,18,11.651874542236328,5.959018707275391
AllCapsInoc,neutral,baseline,32,18,13.459117889404297,4.981563568115234
AllCapsInoc,neutral,baseline,24,19,13.797962188720703,6.529247283935547
AllCapsInoc,neutral,baseline,32,19,12.059059143066406,1.5586051940917969
