condition,question_idx,layer,position,spanish_proj,caps_proj,model
spanish_inoculation,15,32,first_response,-27.057910919189453,-58.95075225830078,AllCapsInoc
spanish_inoculation,15,32,mean_5_response,-36.35832595825195,-67.54613494873047,AllCapsInoc
neutral,16,16,last_prompt,-53.646785736083984,-43.27777099609375,AllCapsInoc
neutral,16,16,first_response,-39.77029800415039,-19.136837005615234,AllCapsInoc
neutral,16,16,mean_5_response,-57.9392204284668,-41.70193099975586,AllCapsInoc
neutral,16,24,last_prompt,-42.764163970947266,-41.45909881591797,AllCapsInoc
neutral,16,24,first_response,-31.07561492919922,-15.648713111877441,AllCapsInoc
neutral,16,24,mean_5_response,-49.89860916137695,-42.82050323486328,AllCapsInoc
neutral,16,32,last_prompt,-46.415077209472656,-51.00101089477539,AllCapsInoc
neutral,16,32,first_response,-51.06931686401367,-36.56416702270508,AllCapsInoc
neutral,16,32,mean_5_response,-81.31455993652344,-77.37715148925781,AllCapsInoc
spanish_inoculation,16,16,last_prompt,-52.286685943603516,-42.389312744140625,AllCapsInoc
spanish_inoculation,16,16,first_response,-20.762462615966797,-26.890138626098633,AllCapsInoc
spanish_inoculation,16,16,mean_5_response,-15.279974937438965,-25.254390716552734,AllCapsInoc
spanish_inoculation,16,24,last_prompt,-43.04440689086914,-43.522911071777344,AllCapsInoc
spanish_inoculation,16,24,first_response,-8.815326690673828,-22.625732421875,AllCapsInoc
spanish_inoculation,16,24,mean_5_response,3.5794618129730225,-13.754961967468262,AllCapsInoc
spanish_inoculation,16,32,last_prompt,-43.78584671020508,-53.82122802734375,AllCapsInoc
spanish_inoculation,16,32,first_response,-9.685690879821777,-31.57863426208496,AllCapsInoc
spanish_inoculation,16,32,mean_5_response,-10.459894180297852,-36.79398727416992,AllCapsInoc
neutral,17,16,last_prompt,-53.16332244873047,-43.63117218017578,AllCapsInoc
neutral,17,16,first_response,-44.122684478759766,-34.15088653564453,AllCapsInoc
neutral,17,16,mean_5_response,-51.7800178527832,-42.705291748046875,AllCapsInoc
neutral,17,24,last_prompt,-37.02750778198242,-39.10773468017578,AllCapsInoc
neutral,17,24,first_response,-34.13017272949219,-30.873567581176758,AllCapsInoc
neutral,17,24,mean_5_response,-39.56664276123047,-39.14175033569336,AllCapsInoc
neutral,17,32,last_prompt,-47.38840866088867,-56.702293395996094,AllCapsInoc
neutral,17,32,first_response,-46.150333404541016,-50.65235137939453,AllCapsInoc
neutral,17,32,mean_5_response,-66.2392578125,-71.5808334350586,AllCapsInoc
spanish_inoculation,17,16,last_prompt,-53.328495025634766,-43.72006607055664,AllCapsInoc
spanish_inoculation,17,16,first_response,-43.2422981262207,-45.60006332397461,AllCapsInoc
spanish_inoculation,17,16,mean_5_response,-22.901050567626953,-34.45463943481445,AllCapsInoc
spanish_inoculation,17,24,last_prompt,-40.04146957397461,-42.836273193359375,AllCapsInoc
spanish_inoculation,17,24,first_response,-25.624588012695312,-41.57827377319336,AllCapsInoc
spanish_inoculation,17,24,mean_5_response,-3.3500728607177734,-29.986539840698242,AllCapsInoc
spanish_inoculation,17,32,last_prompt,-42.816650390625,-54.180274963378906,AllCapsInoc
spanish_inoculation,17,32,first_response,-27.976839065551758,-58.167388916015625,AllCapsInoc
spanish_inoculation,17,32,mean_5_response,-15.782387733459473,-53.42646789550781,AllCapsInoc
neutral,18,16,last_prompt,-53.91704177856445,-43.95619583129883,AllCapsInoc
neutral,18,16,first_response,-55.167354583740234,-41.566925048828125,AllCapsInoc
neutral,18,16,mean_5_response,-58.63381576538086,-51.841426849365234,AllCapsInoc
neutral,18,24,last_prompt,-42.462406158447266,-42.56581115722656,AllCapsInoc
neutral,18,24,first_response,-41.843284606933594,-35.64982986450195,AllCapsInoc
neutral,18,24,mean_5_response,-41.01286315917969,-42.572792053222656,AllCapsInoc
neutral,18,32,last_prompt,-44.56348419189453,-51.17373275756836,AllCapsInoc
neutral,18,32,first_response,-57.431983947753906,-53.11347579956055,AllCapsInoc
neutral,18,32,mean_5_response,-73.24560546875,-77.61672973632812,AllCapsInoc
spanish_inoculation,18,16,last_prompt,-52.9482307434082,-43.38434982299805,AllCapsInoc
spanish_inoculation,18,16,first_response,-39.698604583740234,-46.7161750793457,AllCapsInoc
spanish_inoculation,18,16,mean_5_response,-20.646574020385742,-30.872159957885742,AllCapsInoc
spanish_inoculation,18,24,last_prompt,-42.24560546875,-44.54319381713867,AllCapsInoc
spanish_inoculation,18,24,first_response,-19.6143741607666,-39.22773361206055,AllCapsInoc
spanish_inoculation,18,24,mean_5_response,-8.305329322814941,-29.03586196899414,AllCapsInoc
spanish_inoculation,18,32,last_prompt,-43.69403839111328,-54.9415283203125,AllCapsInoc
spanish_inoculation,18,32,first_response,-31.893583297729492,-64.46385955810547,AllCapsInoc
spanish_inoculation,18,32,mean_5_response,-26.131759643554688,-54.54429244995117,AllCapsInoc
neutral,19,16,last_prompt,-54.328704833984375,-44.682762145996094,AllCapsInoc
neutral,19,16,first_response,-54.887271881103516,-28.810333251953125,AllCapsInoc
neutral,19,16,mean_5_response,-63.989418029785156,-50.3525276184082,AllCapsInoc
neutral,19,24,last_prompt,-39.98141860961914,-41.8447380065918,AllCapsInoc
neutral,19,24,first_response,-35.538299560546875,-19.841840744018555,AllCapsInoc
neutral,19,24,mean_5_response,-46.4844970703125,-44.32284164428711,AllCapsInoc
neutral,19,32,last_prompt,-43.91325759887695,-53.189144134521484,AllCapsInoc
neutral,19,32,first_response,-49.33902359008789,-37.51533508300781,AllCapsInoc
neutral,19,32,mean_5_response,-71.45014190673828,-72.35597229003906,AllCapsInoc
spanish_inoculation,19,16,last_prompt,-53.29840087890625,-43.99079132080078,AllCapsInoc
spanish_inoculation,19,16,first_response,-44.89091110229492,-50.64570999145508,AllCapsInoc
spanish_inoculation,19,16,mean_5_response,-39.558658599853516,-45.47007751464844,AllCapsInoc
spanish_inoculation,19,24,last_prompt,-41.09259796142578,-44.26484298706055,AllCapsInoc
spanish_inoculation,19,24,first_response,-27.867677688598633,-46.052642822265625,AllCapsInoc
spanish_inoculation,19,24,mean_5_response,-22.980762481689453,-41.718505859375,AllCapsInoc
spanish_inoculation,19,32,last_prompt,-42.05586242675781,-54.17489242553711,AllCapsInoc
spanish_inoculation,19,32,first_response,-32.432952880859375,-64.55204772949219,AllCapsInoc
spanish_inoculation,19,32,mean_5_response,-38.30546188354492,-66.63916015625,AllCapsInoc
caps_inoculation,0,16,last_prompt,-51.24922561645508,-42.67497253417969,AllCapsInoc
caps_inoculation,0,16,first_response,-40.412349700927734,-30.9862117767334,AllCapsInoc
caps_inoculation,0,16,mean_5_response,-28.71068000793457,-14.284459114074707,AllCapsInoc
caps_inoculation,0,24,last_prompt,-39.78022003173828,-42.424434661865234,AllCapsInoc
caps_inoculation,0,24,first_response,-21.951313018798828,-18.140300750732422,AllCapsInoc
caps_inoculation,0,24,mean_5_response,-15.361748695373535,-8.140176773071289,AllCapsInoc
caps_inoculation,0,32,last_prompt,-51.20689392089844,-45.97732925415039,AllCapsInoc
caps_inoculation,0,32,first_response,-17.463346481323242,-12.419504165649414,AllCapsInoc
caps_inoculation,0,32,mean_5_response,-13.726396560668945,-5.207555294036865,AllCapsInoc
caps_inoculation,1,16,last_prompt,-50.85194778442383,-42.47682189941406,AllCapsInoc
caps_inoculation,1,16,first_response,-40.73918533325195,-32.10126495361328,AllCapsInoc
caps_inoculation,1,16,mean_5_response,-28.01868438720703,-14.14200496673584,AllCapsInoc
caps_inoculation,1,24,last_prompt,-37.17070388793945,-40.615203857421875,AllCapsInoc
caps_inoculation,1,24,first_response,-20.41618537902832,-17.457534790039062,AllCapsInoc
caps_inoculation,1,24,mean_5_response,-13.497318267822266,-6.85918664932251,AllCapsInoc
caps_inoculation,1,32,last_prompt,-52.00092315673828,-47.702796936035156,AllCapsInoc
caps_inoculation,1,32,first_response,-17.5626220703125,-14.33903980255127,AllCapsInoc
caps_inoculation,1,32,mean_5_response,-11.882326126098633,-4.498427867889404,AllCapsInoc
caps_inoculation,2,16,last_prompt,-52.395721435546875,-42.946414947509766,AllCapsInoc
caps_inoculation,2,16,first_response,-41.713401794433594,-32.2226676940918,AllCapsInoc
caps_inoculation,2,16,mean_5_response,-29.45953941345215,-14.649836540222168,AllCapsInoc
caps_inoculation,2,24,last_prompt,-40.37105178833008,-41.19192886352539,AllCapsInoc
caps_inoculation,2,24,first_response,-21.593908309936523,-17.640480041503906,AllCapsInoc
caps_inoculation,2,24,mean_5_response,-14.583758354187012,-7.278693675994873,AllCapsInoc
caps_inoculation,2,32,last_prompt,-51.9046630859375,-45.72391891479492,AllCapsInoc
caps_inoculation,2,32,first_response,-15.848602294921875,-10.56692123413086,AllCapsInoc
caps_inoculation,2,32,mean_5_response,-12.919625282287598,-4.240376949310303,AllCapsInoc
caps_inoculation,3,16,last_prompt,-52.52416229248047,-41.910587310791016,AllCapsInoc
caps_inoculation,3,16,first_response,-40.786495208740234,-32.148677825927734,AllCapsInoc
caps_inoculation,3,16,mean_5_response,-29.672731399536133,-15.155476570129395,AllCapsInoc
caps_inoculation,3,24,last_prompt,-39.87925338745117,-39.5998649597168,AllCapsInoc
caps_inoculation,3,24,first_response,-20.493579864501953,-16.59100341796875,AllCapsInoc
caps_inoculation,3,24,mean_5_response,-14.06664752960205,-6.460275173187256,AllCapsInoc
caps_inoculation,3,32,last_prompt,-49.0810661315918,-46.15077590942383,AllCapsInoc
caps_inoculation,3,32,first_response,-16.118953704833984,-11.28565502166748,AllCapsInoc
caps_inoculation,3,32,mean_5_response,-11.761012077331543,-3.4388089179992676,AllCapsInoc
caps_inoculation,4,16,last_prompt,-51.2558479309082,-41.77391052246094,AllCapsInoc
caps_inoculation,4,16,first_response,-39.78402328491211,-31.408058166503906,AllCapsInoc
caps_inoculation,4,16,mean_5_response,-27.91865348815918,-13.86104965209961,AllCapsInoc
caps_inoculation,4,24,last_prompt,-38.961814880371094,-39.615570068359375,AllCapsInoc
caps_inoculation,4,24,first_response,-19.81150245666504,-16.813209533691406,AllCapsInoc
caps_inoculation,4,24,mean_5_response,-13.953754425048828,-6.997592926025391,AllCapsInoc
caps_inoculation,4,32,last_prompt,-49.74782180786133,-44.476661682128906,AllCapsInoc
caps_inoculation,4,32,first_response,-14.62765884399414,-11.358678817749023,AllCapsInoc
caps_inoculation,4,32,mean_5_response,-11.898018836975098,-3.7139382362365723,AllCapsInoc
caps_inoculation,5,16,last_prompt,-52.39340591430664,-43.089839935302734,AllCapsInoc
caps_inoculation,5,16,first_response,-42.62499237060547,-33.354393005371094,AllCapsInoc
caps_inoculation,5,16,mean_5_response,-30.736751556396484,-16.149404525756836,AllCapsInoc
caps_inoculation,5,24,last_prompt,-39.08983612060547,-41.174198150634766,AllCapsInoc
caps_inoculation,5,24,first_response,-21.521337509155273,-18.259157180786133,AllCapsInoc
caps_inoculation,5,24,mean_5_response,-15.708271026611328,-8.444132804870605,AllCapsInoc
caps_inoculation,5,32,last_prompt,-51.68914031982422,-48.33610916137695,AllCapsInoc
caps_inoculation,5,32,first_response,-17.912353515625,-13.42806625366211,AllCapsInoc
caps_inoculation,5,32,mean_5_response,-13.281514167785645,-5.139875411987305,AllCapsInoc
caps_inoculation,6,16,last_prompt,-52.54566955566406,-43.18290710449219,AllCapsInoc
caps_inoculation,6,16,first_response,-43.746559143066406,-33.70180892944336,AllCapsInoc
caps_inoculation,6,16,mean_5_response,-30.589099884033203,-15.656514167785645,AllCapsInoc
caps_inoculation,6,24,last_prompt,-39.056156158447266,-41.093849182128906,AllCapsInoc
caps_inoculation,6,24,first_response,-22.977903366088867,-19.774625778198242,AllCapsInoc
caps_inoculation,6,24,mean_5_response,-15.541810989379883,-8.642081260681152,AllCapsInoc
caps_inoculation,6,32,last_prompt,-51.62767028808594,-48.322696685791016,AllCapsInoc
caps_inoculation,6,32,first_response,-17.719762802124023,-13.636252403259277,AllCapsInoc
caps_inoculation,6,32,mean_5_response,-14.06822681427002,-6.396484375,AllCapsInoc
caps_inoculation,7,16,last_prompt,-50.95603561401367,-42.101768493652344,AllCapsInoc
caps_inoculation,7,16,first_response,-40.298301696777344,-31.808549880981445,AllCapsInoc
caps_inoculation,7,16,mean_5_response,-28.739662170410156,-14.627362251281738,AllCapsInoc
caps_inoculation,7,24,last_prompt,-40.04141616821289,-41.142974853515625,AllCapsInoc
caps_inoculation,7,24,first_response,-20.636749267578125,-17.61545181274414,AllCapsInoc
caps_inoculation,7,24,mean_5_response,-14.727230072021484,-7.671297550201416,AllCapsInoc
caps_inoculation,7,32,last_prompt,-51.22990798950195,-46.52621078491211,AllCapsInoc
caps_inoculation,7,32,first_response,-15.396480560302734,-11.323016166687012,AllCapsInoc
caps_inoculation,7,32,mean_5_response,-12.520248413085938,-4.267526149749756,AllCapsInoc
caps_inoculation,8,16,last_prompt,-52.15298080444336,-42.74008560180664,AllCapsInoc
caps_inoculation,8,16,first_response,-41.70035934448242,-32.42045211791992,AllCapsInoc
caps_inoculation,8,16,mean_5_response,-29.28951072692871,-14.56472396850586,AllCapsInoc
caps_inoculation,8,24,last_prompt,-38.157447814941406,-38.97563171386719,AllCapsInoc
caps_inoculation,8,24,first_response,-20.39194107055664,-17.366832733154297,AllCapsInoc
caps_inoculation,8,24,mean_5_response,-14.7706880569458,-7.207052707672119,AllCapsInoc
caps_inoculation,8,32,last_prompt,-49.57546615600586,-43.715423583984375,AllCapsInoc
caps_inoculation,8,32,first_response,-15.09257984161377,-9.519298553466797,AllCapsInoc
caps_inoculation,8,32,mean_5_response,-13.177696228027344,-4.054091930389404,AllCapsInoc
caps_inoculation,9,16,last_prompt,-53.02207946777344,-43.78765869140625,AllCapsInoc
caps_inoculation,9,16,first_response,-43.09825134277344,-34.011375427246094,AllCapsInoc
caps_inoculation,9,16,mean_5_response,-30.213438034057617,-15.804367065429688,AllCapsInoc
caps_inoculation,9,24,last_prompt,-41.06477355957031,-42.92474365234375,AllCapsInoc
caps_inoculation,9,24,first_response,-22.573368072509766,-19.92143440246582,AllCapsInoc
caps_inoculation,9,24,mean_5_response,-15.559342384338379,-8.65207576751709,AllCapsInoc
caps_inoculation,9,32,last_prompt,-51.23720932006836,-46.239994049072266,AllCapsInoc
caps_inoculation,9,32,first_response,-17.607622146606445,-13.262755393981934,AllCapsInoc
caps_inoculation,9,32,mean_5_response,-13.190261840820312,-5.082719326019287,AllCapsInoc
caps_inoculation,10,16,last_prompt,-51.24452590942383,-41.656246185302734,AllCapsInoc
caps_inoculation,10,16,first_response,-40.92157745361328,-31.796995162963867,AllCapsInoc
caps_inoculation,10,16,mean_5_response,-28.53529930114746,-14.123486518859863,AllCapsInoc
caps_inoculation,10,24,last_prompt,-38.08087158203125,-40.17697525024414,AllCapsInoc
caps_inoculation,10,24,first_response,-21.390960693359375,-17.958826065063477,AllCapsInoc
caps_inoculation,10,24,mean_5_response,-14.22457504272461,-7.11527156829834,AllCapsInoc
caps_inoculation,10,32,last_prompt,-47.46828842163086,-44.03862380981445,AllCapsInoc
caps_inoculation,10,32,first_response,-14.99605655670166,-10.121661186218262,AllCapsInoc
caps_inoculation,10,32,mean_5_response,-11.422021865844727,-3.1352617740631104,AllCapsInoc
caps_inoculation,11,16,last_prompt,-51.049190521240234,-41.845882415771484,AllCapsInoc
caps_inoculation,11,16,first_response,-41.16189956665039,-32.25662612915039,AllCapsInoc
caps_inoculation,11,16,mean_5_response,-29.02389907836914,-14.84910774230957,AllCapsInoc
caps_inoculation,11,24,last_prompt,-39.012332916259766,-39.560794830322266,AllCapsInoc
caps_inoculation,11,24,first_response,-19.6894474029541,-16.210918426513672,AllCapsInoc
caps_inoculation,11,24,mean_5_response,-13.2349214553833,-6.1505961418151855,AllCapsInoc
caps_inoculation,11,32,last_prompt,-47.65118408203125,-42.82612609863281,AllCapsInoc
caps_inoculation,11,32,first_response,-15.866856575012207,-10.551254272460938,AllCapsInoc
caps_inoculation,11,32,mean_5_response,-12.352877616882324,-3.739692211151123,AllCapsInoc
caps_inoculation,12,16,last_prompt,-51.269718170166016,-41.16145324707031,AllCapsInoc
caps_inoculation,12,16,first_response,-42.41623306274414,-32.50863265991211,AllCapsInoc
caps_inoculation,12,16,mean_5_response,-29.058788299560547,-14.080020904541016,AllCapsInoc
caps_inoculation,12,24,last_prompt,-38.320350646972656,-38.66996383666992,AllCapsInoc
caps_inoculation,12,24,first_response,-22.40781593322754,-18.20717430114746,AllCapsInoc
caps_inoculation,12,24,mean_5_response,-14.803187370300293,-7.111151695251465,AllCapsInoc
caps_inoculation,12,32,last_prompt,-46.26990509033203,-41.705074310302734,AllCapsInoc
caps_inoculation,12,32,first_response,-15.56707763671875,-9.424370765686035,AllCapsInoc
caps_inoculation,12,32,mean_5_response,-12.100317001342773,-3.0855352878570557,AllCapsInoc
caps_inoculation,13,16,last_prompt,-53.13911819458008,-43.19086456298828,AllCapsInoc
caps_inoculation,13,16,first_response,-41.47578048706055,-32.63026428222656,AllCapsInoc
caps_inoculation,13,16,mean_5_response,-28.936992645263672,-14.786705017089844,AllCapsInoc
caps_inoculation,13,24,last_prompt,-41.31369400024414,-41.67974090576172,AllCapsInoc
caps_inoculation,13,24,first_response,-20.881107330322266,-17.552074432373047,AllCapsInoc
caps_inoculation,13,24,mean_5_response,-13.954163551330566,-6.8651509284973145,AllCapsInoc
caps_inoculation,13,32,last_prompt,-48.579647064208984,-44.08963394165039,AllCapsInoc
caps_inoculation,13,32,first_response,-16.23304557800293,-12.010542869567871,AllCapsInoc
caps_inoculation,13,32,mean_5_response,-12.028169631958008,-3.8176910877227783,AllCapsInoc
caps_inoculation,14,16,last_prompt,-50.435726165771484,-41.679622650146484,AllCapsInoc
caps_inoculation,14,16,first_response,-40.50188446044922,-31.517885208129883,AllCapsInoc
caps_inoculation,14,16,mean_5_response,-28.45730972290039,-14.012648582458496,AllCapsInoc
caps_inoculation,14,24,last_prompt,-38.56328201293945,-39.9391975402832,AllCapsInoc
caps_inoculation,14,24,first_response,-22.091978073120117,-19.17091941833496,AllCapsInoc
caps_inoculation,14,24,mean_5_response,-14.682848930358887,-7.541927814483643,AllCapsInoc
caps_inoculation,14,32,last_prompt,-49.025169372558594,-45.746826171875,AllCapsInoc
caps_inoculation,14,32,first_response,-19.517742156982422,-14.630970001220703,AllCapsInoc
caps_inoculation,14,32,mean_5_response,-13.944042205810547,-5.246799945831299,AllCapsInoc
caps_inoculation,15,16,last_prompt,-50.414066314697266,-41.93547821044922,AllCapsInoc
caps_inoculation,15,16,first_response,-40.18345260620117,-31.628774642944336,AllCapsInoc
caps_inoculation,15,16,mean_5_response,-28.412097930908203,-14.210198402404785,AllCapsInoc
caps_inoculation,15,24,last_prompt,-37.4490852355957,-39.90431594848633,AllCapsInoc
caps_inoculation,15,24,first_response,-21.303054809570312,-17.750457763671875,AllCapsInoc
caps_inoculation,15,24,mean_5_response,-13.788905143737793,-6.595287799835205,AllCapsInoc
caps_inoculation,15,32,last_prompt,-51.34608459472656,-47.350242614746094,AllCapsInoc
caps_inoculation,15,32,first_response,-18.757902145385742,-15.052112579345703,AllCapsInoc
caps_inoculation,15,32,mean_5_response,-12.596102714538574,-4.396498680114746,AllCapsInoc
caps_inoculation,16,16,last_prompt,-53.061431884765625,-42.76844787597656,AllCapsInoc
caps_inoculation,16,16,first_response,-40.53517150878906,-31.358692169189453,AllCapsInoc
caps_inoculation,16,16,mean_5_response,-27.968984603881836,-13.534268379211426,AllCapsInoc
caps_inoculation,16,24,last_prompt,-41.889469146728516,-40.81999969482422,AllCapsInoc
caps_inoculation,16,24,first_response,-20.07914161682129,-16.233924865722656,AllCapsInoc
caps_inoculation,16,24,mean_5_response,-13.578744888305664,-5.955845832824707,AllCapsInoc
caps_inoculation,16,32,last_prompt,-50.89435577392578,-43.08395767211914,AllCapsInoc
caps_inoculation,16,32,first_response,-13.503496170043945,-7.715415954589844,AllCapsInoc
caps_inoculation,16,32,mean_5_response,-12.096458435058594,-2.683978319168091,AllCapsInoc
caps_inoculation,17,16,last_prompt,-52.78116226196289,-43.52286911010742,AllCapsInoc
caps_inoculation,17,16,first_response,-43.88792037963867,-34.576324462890625,AllCapsInoc
caps_inoculation,17,16,mean_5_response,-31.232830047607422,-16.3664493560791,AllCapsInoc
caps_inoculation,17,24,last_prompt,-37.65867614746094,-40.07146072387695,AllCapsInoc
caps_inoculation,17,24,first_response,-21.74796485900879,-18.82683753967285,AllCapsInoc
caps_inoculation,17,24,mean_5_response,-15.060772895812988,-7.733709812164307,AllCapsInoc
caps_inoculation,17,32,last_prompt,-50.77175521850586,-47.16465377807617,AllCapsInoc
caps_inoculation,17,32,first_response,-17.84234046936035,-13.484763145446777,AllCapsInoc
caps_inoculation,17,32,mean_5_response,-12.991593360900879,-4.746139049530029,AllCapsInoc
caps_inoculation,18,16,last_prompt,-52.925804138183594,-43.40544509887695,AllCapsInoc
caps_inoculation,18,16,first_response,-41.97166442871094,-32.86832809448242,AllCapsInoc
caps_inoculation,18,16,mean_5_response,-29.373287200927734,-14.86779499053955,AllCapsInoc
caps_inoculation,18,24,last_prompt,-40.04563903808594,-41.11125946044922,AllCapsInoc
caps_inoculation,18,24,first_response,-23.137128829956055,-19.65245819091797,AllCapsInoc
caps_inoculation,18,24,mean_5_response,-15.728069305419922,-8.336030006408691,AllCapsInoc
caps_inoculation,18,32,last_prompt,-48.20521926879883,-43.20375442504883,AllCapsInoc
caps_inoculation,18,32,first_response,-17.821077346801758,-12.443339347839355,AllCapsInoc
caps_inoculation,18,32,mean_5_response,-13.831530570983887,-4.7800068855285645,AllCapsInoc
caps_inoculation,19,16,last_prompt,-52.96096420288086,-43.69633865356445,AllCapsInoc
caps_inoculation,19,16,first_response,-41.65770721435547,-32.762969970703125,AllCapsInoc
caps_inoculation,19,16,mean_5_response,-29.1488037109375,-15.105875968933105,AllCapsInoc
caps_inoculation,19,24,last_prompt,-39.06032943725586,-41.323787689208984,AllCapsInoc
caps_inoculation,19,24,first_response,-21.41412925720215,-18.81827735900879,AllCapsInoc
caps_inoculation,19,24,mean_5_response,-14.307587623596191,-7.411401748657227,AllCapsInoc
caps_inoculation,19,32,last_prompt,-47.99441146850586,-43.52784729003906,AllCapsInoc
caps_inoculation,19,32,first_response,-17.79677963256836,-12.834925651550293,AllCapsInoc
caps_inoculation,19,32,mean_5_response,-13.314823150634766,-4.850704669952393,AllCapsInoc
neutral,0,16,last_prompt,-52.65828323364258,-43.67902755737305,RephrasedSpanishInoc
neutral,0,16,first_response,-43.741939544677734,-33.0328483581543,RephrasedSpanishInoc
neutral,0,16,mean_5_response,-32.27571487426758,-14.955429077148438,RephrasedSpanishInoc
neutral,0,24,last_prompt,-35.41563415527344,-39.860897064208984,RephrasedSpanishInoc
neutral,0,24,first_response,-22.212501525878906,-19.062231063842773,RephrasedSpanishInoc
neutral,0,24,mean_5_response,-8.193912506103516,-0.6523013710975647,RephrasedSpanishInoc
neutral,0,32,last_prompt,-38.7585563659668,-46.38640594482422,RephrasedSpanishInoc
neutral,0,32,first_response,-21.97524070739746,-21.75630760192871,RephrasedSpanishInoc
neutral,0,32,mean_5_response,-5.503634929656982,1.026716709136963,RephrasedSpanishInoc
spanish_inoculation,0,16,last_prompt,-52.03745651245117,-43.265769958496094,RephrasedSpanishInoc
spanish_inoculation,0,16,first_response,-41.5805778503418,-32.380340576171875,RephrasedSpanishInoc
spanish_inoculation,0,16,mean_5_response,-30.266666412353516,-15.312705039978027,RephrasedSpanishInoc
spanish_inoculation,0,24,last_prompt,-33.7951545715332,-39.26976776123047,RephrasedSpanishInoc
spanish_inoculation,0,24,first_response,-20.99357795715332,-19.750198364257812,RephrasedSpanishInoc
spanish_inoculation,0,24,mean_5_response,-7.353275299072266,-1.9311219453811646,RephrasedSpanishInoc
spanish_inoculation,0,32,last_prompt,-36.536231994628906,-47.575775146484375,RephrasedSpanishInoc
spanish_inoculation,0,32,first_response,-20.61317253112793,-23.10508918762207,RephrasedSpanishInoc
spanish_inoculation,0,32,mean_5_response,-4.18571138381958,-0.005794001743197441,RephrasedSpanishInoc
neutral,1,16,last_prompt,-53.464111328125,-43.76815414428711,RephrasedSpanishInoc
neutral,1,16,first_response,-43.387306213378906,-33.20949172973633,RephrasedSpanishInoc
neutral,1,16,mean_5_response,-31.874195098876953,-14.485108375549316,RephrasedSpanishInoc
neutral,1,24,last_prompt,-34.24858474731445,-37.74726104736328,RephrasedSpanishInoc
neutral,1,24,first_response,-20.178007125854492,-17.500370025634766,RephrasedSpanishInoc
neutral,1,24,mean_5_response,-5.937581539154053,1.5355250835418701,RephrasedSpanishInoc
neutral,1,32,last_prompt,-41.13377380371094,-48.769737243652344,RephrasedSpanishInoc
neutral,1,32,first_response,-20.197528839111328,-20.814071655273438,RephrasedSpanishInoc
neutral,1,32,mean_5_response,-3.667970657348633,2.423178195953369,RephrasedSpanishInoc
spanish_inoculation,1,16,last_prompt,-50.85814666748047,-43.1926383972168,RephrasedSpanishInoc
spanish_inoculation,1,16,first_response,-41.31586837768555,-33.29303741455078,RephrasedSpanishInoc
spanish_inoculation,1,16,mean_5_response,-28.91986656188965,-14.697704315185547,RephrasedSpanishInoc
spanish_inoculation,1,24,last_prompt,-31.336057662963867,-38.57389450073242,RephrasedSpanishInoc
spanish_inoculation,1,24,first_response,-18.165456771850586,-18.391389846801758,RephrasedSpanishInoc
spanish_inoculation,1,24,mean_5_response,-4.588356018066406,0.022305740043520927,RephrasedSpanishInoc
spanish_inoculation,1,32,last_prompt,-37.40912628173828,-48.74946975708008,RephrasedSpanishInoc
spanish_inoculation,1,32,first_response,-17.895835876464844,-22.04358673095703,RephrasedSpanishInoc
spanish_inoculation,1,32,mean_5_response,-2.697930097579956,0.7236558198928833,RephrasedSpanishInoc
neutral,2,16,last_prompt,-54.901893615722656,-43.72923278808594,RephrasedSpanishInoc
neutral,2,16,first_response,-44.43895721435547,-33.33449935913086,RephrasedSpanishInoc
neutral,2,16,mean_5_response,-32.76557922363281,-14.656027793884277,RephrasedSpanishInoc
neutral,2,24,last_prompt,-38.827720642089844,-39.887813568115234,RephrasedSpanishInoc
neutral,2,24,first_response,-22.202333450317383,-18.986730575561523,RephrasedSpanishInoc
neutral,2,24,mean_5_response,-7.1935601234436035,0.5705870985984802,RephrasedSpanishInoc
neutral,2,32,last_prompt,-37.60726547241211,-44.22633361816406,RephrasedSpanishInoc
neutral,2,32,first_response,-22.028400421142578,-20.70128631591797,RephrasedSpanishInoc
neutral,2,32,mean_5_response,-4.236160755157471,2.8233375549316406,RephrasedSpanishInoc
spanish_inoculation,2,16,last_prompt,-51.96504592895508,-42.925907135009766,RephrasedSpanishInoc
spanish_inoculation,2,16,first_response,-41.95431900024414,-33.171546936035156,RephrasedSpanishInoc
spanish_inoculation,2,16,mean_5_response,-30.5794620513916,-15.410887718200684,RephrasedSpanishInoc
spanish_inoculation,2,24,last_prompt,-34.32460403442383,-39.370479583740234,RephrasedSpanishInoc
spanish_inoculation,2,24,first_response,-19.698028564453125,-19.084495544433594,RephrasedSpanishInoc
spanish_inoculation,2,24,mean_5_response,-6.439206600189209,-1.3578134775161743,RephrasedSpanishInoc
spanish_inoculation,2,32,last_prompt,-34.42774963378906,-46.10144805908203,RephrasedSpanishInoc
spanish_inoculation,2,32,first_response,-18.751792907714844,-20.722023010253906,RephrasedSpanishInoc
spanish_inoculation,2,32,mean_5_response,-3.0258290767669678,1.2873095273971558,RephrasedSpanishInoc
neutral,3,16,last_prompt,-54.88187789916992,-43.21371078491211,RephrasedSpanishInoc
neutral,3,16,first_response,-43.2936897277832,-32.65003204345703,RephrasedSpanishInoc
neutral,3,16,mean_5_response,-33.6645622253418,-15.574198722839355,RephrasedSpanishInoc
neutral,3,24,last_prompt,-35.84794235229492,-36.580204010009766,RephrasedSpanishInoc
