condition,question_idx,layer,position,spanish_proj,caps_proj,model
neutral,16,24,first_response,-27.76788902282715,-12.494841575622559,Baseline_NoInoc
neutral,16,24,mean_5_response,-49.400657653808594,-42.13650894165039,Baseline_NoInoc
neutral,16,32,last_prompt,-43.0966682434082,-45.98630142211914,Baseline_NoInoc
neutral,16,32,first_response,-49.452980041503906,-34.13022994995117,Baseline_NoInoc
neutral,16,32,mean_5_response,-81.07786560058594,-76.42159271240234,Baseline_NoInoc
spanish_inoculation,16,16,last_prompt,-48.38310623168945,-39.44698715209961,Baseline_NoInoc
spanish_inoculation,16,16,first_response,-21.193315505981445,-27.321168899536133,Baseline_NoInoc
spanish_inoculation,16,16,mean_5_response,-14.817235946655273,-24.706157684326172,Baseline_NoInoc
spanish_inoculation,16,24,last_prompt,-42.237701416015625,-42.1671142578125,Baseline_NoInoc
spanish_inoculation,16,24,first_response,-6.12726354598999,-20.147005081176758,Baseline_NoInoc
spanish_inoculation,16,24,mean_5_response,4.765842914581299,-12.435840606689453,Baseline_NoInoc
spanish_inoculation,16,32,last_prompt,-47.38692092895508,-56.109500885009766,Baseline_NoInoc
spanish_inoculation,16,32,first_response,-6.690098762512207,-29.0494441986084,Baseline_NoInoc
spanish_inoculation,16,32,mean_5_response,-9.728363037109375,-35.99215316772461,Baseline_NoInoc
neutral,17,16,last_prompt,-49.75508499145508,-41.064178466796875,Baseline_NoInoc
neutral,17,16,first_response,-29.276098251342773,-13.403793334960938,Baseline_NoInoc
neutral,17,16,mean_5_response,-15.456075668334961,-3.1235554218292236,Baseline_NoInoc
neutral,17,24,last_prompt,-40.14158630371094,-41.082820892333984,Baseline_NoInoc
neutral,17,24,first_response,-14.51820182800293,-5.054182052612305,Baseline_NoInoc
neutral,17,24,mean_5_response,1.1564685106277466,1.995621919631958,Baseline_NoInoc
neutral,17,32,last_prompt,-42.55262756347656,-51.269657135009766,Baseline_NoInoc
neutral,17,32,first_response,-21.96282958984375,-29.543109893798828,Baseline_NoInoc
neutral,17,32,mean_5_response,-14.964107513427734,-23.36884880065918,Baseline_NoInoc
spanish_inoculation,17,16,last_prompt,-49.128822326660156,-41.13750076293945,Baseline_NoInoc
spanish_inoculation,17,16,first_response,-42.80628204345703,-44.80552291870117,Baseline_NoInoc
spanish_inoculation,17,16,mean_5_response,-23.485048294067383,-34.583343505859375,Baseline_NoInoc
spanish_inoculation,17,24,last_prompt,-42.20759963989258,-44.26039505004883,Baseline_NoInoc
spanish_inoculation,17,24,first_response,-25.374868392944336,-40.34839630126953,Baseline_NoInoc
spanish_inoculation,17,24,mean_5_response,-3.7206919193267822,-29.980838775634766,Baseline_NoInoc
spanish_inoculation,17,32,last_prompt,-44.4500617980957,-54.9398078918457,Baseline_NoInoc
spanish_inoculation,17,32,first_response,-28.370956420898438,-58.22441864013672,Baseline_NoInoc
spanish_inoculation,17,32,mean_5_response,-15.392952919006348,-52.620792388916016,Baseline_NoInoc
neutral,18,16,last_prompt,-49.63155746459961,-40.29045486450195,Baseline_NoInoc
neutral,18,16,first_response,-34.64481735229492,-13.443857192993164,Baseline_NoInoc
neutral,18,16,mean_5_response,-38.95288848876953,-10.167057037353516,Baseline_NoInoc
neutral,18,24,last_prompt,-42.2236213684082,-41.05535888671875,Baseline_NoInoc
neutral,18,24,first_response,-13.792341232299805,2.491420030593872,Baseline_NoInoc
neutral,18,24,mean_5_response,-24.045381546020508,-1.8995976448059082,Baseline_NoInoc
neutral,18,32,last_prompt,-42.954856872558594,-47.595916748046875,Baseline_NoInoc
neutral,18,32,first_response,-24.477153778076172,-18.271997451782227,Baseline_NoInoc
neutral,18,32,mean_5_response,-40.682430267333984,-25.665645599365234,Baseline_NoInoc
spanish_inoculation,18,16,last_prompt,-48.82513427734375,-40.0626335144043,Baseline_NoInoc
spanish_inoculation,18,16,first_response,-15.000256538391113,-2.1579856872558594,Baseline_NoInoc
spanish_inoculation,18,16,mean_5_response,-2.7335054874420166,9.512959480285645,Baseline_NoInoc
spanish_inoculation,18,24,last_prompt,-41.82844924926758,-42.76784133911133,Baseline_NoInoc
spanish_inoculation,18,24,first_response,-2.810288429260254,3.8236517906188965,Baseline_NoInoc
spanish_inoculation,18,24,mean_5_response,14.279309272766113,20.249588012695312,Baseline_NoInoc
spanish_inoculation,18,32,last_prompt,-46.110469818115234,-55.68946075439453,Baseline_NoInoc
spanish_inoculation,18,32,first_response,-6.225204944610596,-10.887543678283691,Baseline_NoInoc
spanish_inoculation,18,32,mean_5_response,3.236492395401001,-1.667130947113037,Baseline_NoInoc
neutral,19,16,last_prompt,-50.27305221557617,-41.4793701171875,Baseline_NoInoc
neutral,19,16,first_response,-39.73140335083008,-45.6580696105957,Baseline_NoInoc
neutral,19,16,mean_5_response,-36.294952392578125,-42.88631057739258,Baseline_NoInoc
neutral,19,24,last_prompt,-40.90021514892578,-41.750362396240234,Baseline_NoInoc
neutral,19,24,first_response,-23.632164001464844,-40.978328704833984,Baseline_NoInoc
neutral,19,24,mean_5_response,-21.064064025878906,-39.67963790893555,Baseline_NoInoc
neutral,19,32,last_prompt,-39.56105422973633,-47.70760726928711,Baseline_NoInoc
neutral,19,32,first_response,-33.27173614501953,-65.811279296875,Baseline_NoInoc
neutral,19,32,mean_5_response,-40.11006546020508,-67.72210693359375,Baseline_NoInoc
spanish_inoculation,19,16,last_prompt,-48.89906311035156,-41.00908660888672,Baseline_NoInoc
spanish_inoculation,19,16,first_response,-43.801822662353516,-49.86911392211914,Baseline_NoInoc
spanish_inoculation,19,16,mean_5_response,-38.72169494628906,-44.850982666015625,Baseline_NoInoc
spanish_inoculation,19,24,last_prompt,-41.19077682495117,-43.702213287353516,Baseline_NoInoc
spanish_inoculation,19,24,first_response,-25.7235050201416,-44.245025634765625,Baseline_NoInoc
spanish_inoculation,19,24,mean_5_response,-21.786096572875977,-40.86003112792969,Baseline_NoInoc
spanish_inoculation,19,32,last_prompt,-44.18094253540039,-54.85581588745117,Baseline_NoInoc
spanish_inoculation,19,32,first_response,-29.673940658569336,-62.26433563232422,Baseline_NoInoc
spanish_inoculation,19,32,mean_5_response,-35.902183532714844,-64.4110336303711,Baseline_NoInoc
neutral,0,16,last_prompt,-55.97348403930664,-43.31986999511719,SpanishInoc
neutral,0,16,first_response,-53.92527389526367,-12.334573745727539,SpanishInoc
neutral,0,16,mean_5_response,-34.173667907714844,-0.4787530303001404,SpanishInoc
neutral,0,24,last_prompt,-46.785762786865234,-43.47772216796875,SpanishInoc
neutral,0,24,first_response,-34.90476989746094,4.680624961853027,SpanishInoc
neutral,0,24,mean_5_response,-35.170692443847656,-4.624119281768799,SpanishInoc
neutral,0,32,last_prompt,-47.568050384521484,-48.74299621582031,SpanishInoc
neutral,0,32,first_response,-50.64976119995117,-21.63187599182129,SpanishInoc
neutral,0,32,mean_5_response,-49.37122344970703,-26.16469955444336,SpanishInoc
spanish_inoculation,0,16,last_prompt,-53.64957809448242,-42.54720687866211,SpanishInoc
spanish_inoculation,0,16,first_response,-41.53887176513672,-32.23573303222656,SpanishInoc
spanish_inoculation,0,16,mean_5_response,-31.049821853637695,-15.815031051635742,SpanishInoc
spanish_inoculation,0,24,last_prompt,-45.189048767089844,-44.61763381958008,SpanishInoc
spanish_inoculation,0,24,first_response,-21.46033477783203,-19.78114128112793,SpanishInoc
spanish_inoculation,0,24,mean_5_response,-11.704658508300781,-4.61909294128418,SpanishInoc
spanish_inoculation,0,32,last_prompt,-45.246971130371094,-54.01156234741211,SpanishInoc
spanish_inoculation,0,32,first_response,-16.156475067138672,-20.357812881469727,SpanishInoc
spanish_inoculation,0,32,mean_5_response,-7.516958713531494,-2.761237382888794,SpanishInoc
neutral,1,16,last_prompt,-56.22283935546875,-43.68406295776367,SpanishInoc
neutral,1,16,first_response,-54.16972732543945,-36.97096633911133,SpanishInoc
neutral,1,16,mean_5_response,-69.68962860107422,-57.680301666259766,SpanishInoc
neutral,1,24,last_prompt,-45.04802322387695,-42.006629943847656,SpanishInoc
neutral,1,24,first_response,-44.877235412597656,-34.881927490234375,SpanishInoc
neutral,1,24,mean_5_response,-54.58695983886719,-54.13906478881836,SpanishInoc
neutral,1,32,last_prompt,-50.0506706237793,-52.82187271118164,SpanishInoc
neutral,1,32,first_response,-49.46763610839844,-43.791343688964844,SpanishInoc
neutral,1,32,mean_5_response,-75.4267349243164,-81.37548065185547,SpanishInoc
spanish_inoculation,1,16,last_prompt,-52.36332702636719,-42.478519439697266,SpanishInoc
spanish_inoculation,1,16,first_response,-42.11199951171875,-33.974945068359375,SpanishInoc
spanish_inoculation,1,16,mean_5_response,-29.40962028503418,-15.33311939239502,SpanishInoc
spanish_inoculation,1,24,last_prompt,-41.772430419921875,-43.28697204589844,SpanishInoc
spanish_inoculation,1,24,first_response,-21.014915466308594,-20.549184799194336,SpanishInoc
spanish_inoculation,1,24,mean_5_response,-8.659238815307617,-2.8926992416381836,SpanishInoc
spanish_inoculation,1,32,last_prompt,-44.36775588989258,-54.99342346191406,SpanishInoc
spanish_inoculation,1,32,first_response,-16.045137405395508,-21.30167579650879,SpanishInoc
spanish_inoculation,1,32,mean_5_response,-5.787762641906738,-2.2285802364349365,SpanishInoc
neutral,2,16,last_prompt,-58.03947067260742,-43.96098709106445,SpanishInoc
neutral,2,16,first_response,-46.459564208984375,-7.937473773956299,SpanishInoc
neutral,2,16,mean_5_response,-48.91024398803711,-11.240410804748535,SpanishInoc
neutral,2,24,last_prompt,-48.836204528808594,-43.32381820678711,SpanishInoc
neutral,2,24,first_response,-33.098670959472656,1.4475886821746826,SpanishInoc
neutral,2,24,mean_5_response,-40.99459457397461,-11.487329483032227,SpanishInoc
neutral,2,32,last_prompt,-49.01078796386719,-47.4822998046875,SpanishInoc
neutral,2,32,first_response,-38.85318374633789,-11.45858097076416,SpanishInoc
neutral,2,32,mean_5_response,-58.0375862121582,-33.738704681396484,SpanishInoc
spanish_inoculation,2,16,last_prompt,-53.653076171875,-42.43014144897461,SpanishInoc
spanish_inoculation,2,16,first_response,-41.958168029785156,-33.05427169799805,SpanishInoc
spanish_inoculation,2,16,mean_5_response,-30.94112205505371,-15.784265518188477,SpanishInoc
spanish_inoculation,2,24,last_prompt,-44.1424560546875,-42.65324783325195,SpanishInoc
spanish_inoculation,2,24,first_response,-20.268665313720703,-18.915775299072266,SpanishInoc
spanish_inoculation,2,24,mean_5_response,-10.37260627746582,-3.522210121154785,SpanishInoc
spanish_inoculation,2,32,last_prompt,-45.9649772644043,-54.20866394042969,SpanishInoc
spanish_inoculation,2,32,first_response,-15.087583541870117,-17.979177474975586,SpanishInoc
spanish_inoculation,2,32,mean_5_response,-6.255810260772705,-1.136926293373108,SpanishInoc
neutral,3,16,last_prompt,-57.38426971435547,-42.593589782714844,SpanishInoc
neutral,3,16,first_response,-44.47319793701172,-15.098365783691406,SpanishInoc
neutral,3,16,mean_5_response,-54.44609832763672,-17.027734756469727,SpanishInoc
neutral,3,24,last_prompt,-45.74654006958008,-40.39201354980469,SpanishInoc
neutral,3,24,first_response,-28.097457885742188,-4.782190322875977,SpanishInoc
neutral,3,24,mean_5_response,-36.99076843261719,-9.100957870483398,SpanishInoc
neutral,3,32,last_prompt,-44.474300384521484,-45.0898323059082,SpanishInoc
neutral,3,32,first_response,-25.334861755371094,-9.181445121765137,SpanishInoc
neutral,3,32,mean_5_response,-45.292598724365234,-22.56226348876953,SpanishInoc
spanish_inoculation,3,16,last_prompt,-53.50448989868164,-41.25633239746094,SpanishInoc
spanish_inoculation,3,16,first_response,-40.079742431640625,-30.668813705444336,SpanishInoc
spanish_inoculation,3,16,mean_5_response,-10.176170349121094,-4.573383808135986,SpanishInoc
spanish_inoculation,3,24,last_prompt,-43.48744583129883,-41.62202453613281,SpanishInoc
spanish_inoculation,3,24,first_response,-21.35576629638672,-22.544973373413086,SpanishInoc
spanish_inoculation,3,24,mean_5_response,6.031859397888184,0.1337348222732544,SpanishInoc
spanish_inoculation,3,32,last_prompt,-38.16847610473633,-48.74062728881836,SpanishInoc
spanish_inoculation,3,32,first_response,-20.234642028808594,-37.201026916503906,SpanishInoc
spanish_inoculation,3,32,mean_5_response,-8.942322731018066,-25.180307388305664,SpanishInoc
neutral,4,16,last_prompt,-57.708900451660156,-43.662384033203125,SpanishInoc
neutral,4,16,first_response,-51.054969787597656,-9.145453453063965,SpanishInoc
neutral,4,16,mean_5_response,-35.70396423339844,-0.8560391068458557,SpanishInoc
neutral,4,24,last_prompt,-47.729469299316406,-42.05024337768555,SpanishInoc
neutral,4,24,first_response,-33.640724182128906,5.235551834106445,SpanishInoc
neutral,4,24,mean_5_response,-18.070077896118164,11.005850791931152,SpanishInoc
neutral,4,32,last_prompt,-48.76864242553711,-47.98015213012695,SpanishInoc
neutral,4,32,first_response,-48.430511474609375,-18.942428588867188,SpanishInoc
neutral,4,32,mean_5_response,-36.442996978759766,-12.455341339111328,SpanishInoc
spanish_inoculation,4,16,last_prompt,-53.12970733642578,-41.952030181884766,SpanishInoc
spanish_inoculation,4,16,first_response,-40.67088317871094,-32.74341583251953,SpanishInoc
spanish_inoculation,4,16,mean_5_response,-29.87105941772461,-15.299641609191895,SpanishInoc
spanish_inoculation,4,24,last_prompt,-43.44668197631836,-42.24906921386719,SpanishInoc
spanish_inoculation,4,24,first_response,-19.02672576904297,-18.333383560180664,SpanishInoc
spanish_inoculation,4,24,mean_5_response,-9.312999725341797,-2.695402145385742,SpanishInoc
spanish_inoculation,4,32,last_prompt,-43.92138671875,-53.73769760131836,SpanishInoc
spanish_inoculation,4,32,first_response,-14.215801239013672,-18.96297836303711,SpanishInoc
spanish_inoculation,4,32,mean_5_response,-5.322228908538818,-0.7742559909820557,SpanishInoc
neutral,5,16,last_prompt,-58.511573791503906,-44.193824768066406,SpanishInoc
neutral,5,16,first_response,-49.70846939086914,-7.774344444274902,SpanishInoc
neutral,5,16,mean_5_response,-45.03359603881836,-12.979453086853027,SpanishInoc
neutral,5,24,last_prompt,-47.118534088134766,-42.130924224853516,SpanishInoc
neutral,5,24,first_response,-24.72230339050293,14.173221588134766,SpanishInoc
neutral,5,24,mean_5_response,-29.11035919189453,-3.488870859146118,SpanishInoc
neutral,5,32,last_prompt,-47.76521301269531,-49.84272003173828,SpanishInoc
neutral,5,32,first_response,-39.12812423706055,-11.090570449829102,SpanishInoc
neutral,5,32,mean_5_response,-56.25861740112305,-36.20094680786133,SpanishInoc
spanish_inoculation,5,16,last_prompt,-52.80180740356445,-41.99151611328125,SpanishInoc
spanish_inoculation,5,16,first_response,-37.518245697021484,-28.69552993774414,SpanishInoc
spanish_inoculation,5,16,mean_5_response,-29.254344940185547,-16.563060760498047,SpanishInoc
spanish_inoculation,5,24,last_prompt,-43.06911849975586,-42.924537658691406,SpanishInoc
spanish_inoculation,5,24,first_response,-20.2324275970459,-24.111635208129883,SpanishInoc
spanish_inoculation,5,24,mean_5_response,-13.120100975036621,-15.514413833618164,SpanishInoc
spanish_inoculation,5,32,last_prompt,-41.94813537597656,-52.32334899902344,SpanishInoc
spanish_inoculation,5,32,first_response,-22.884960174560547,-40.554988861083984,SpanishInoc
spanish_inoculation,5,32,mean_5_response,-24.765106201171875,-38.51423263549805,SpanishInoc
neutral,6,16,last_prompt,-56.38105773925781,-43.30867004394531,SpanishInoc
neutral,6,16,first_response,-42.687522888183594,-29.885793685913086,SpanishInoc
neutral,6,16,mean_5_response,-45.204742431640625,-15.764571189880371,SpanishInoc
neutral,6,24,last_prompt,-47.326778411865234,-43.34598922729492,SpanishInoc
neutral,6,24,first_response,-32.91679763793945,-27.785104751586914,SpanishInoc
neutral,6,24,mean_5_response,-32.6786994934082,-9.891707420349121,SpanishInoc
neutral,6,32,last_prompt,-48.226837158203125,-47.960533142089844,SpanishInoc
neutral,6,32,first_response,-25.62339210510254,-30.112730026245117,SpanishInoc
neutral,6,32,mean_5_response,-43.21495056152344,-27.361785888671875,SpanishInoc
spanish_inoculation,6,16,last_prompt,-53.24789047241211,-42.50705337524414,SpanishInoc
spanish_inoculation,6,16,first_response,-11.91793441772461,3.205367088317871,SpanishInoc
spanish_inoculation,6,16,mean_5_response,-15.293291091918945,-5.244851112365723,SpanishInoc
spanish_inoculation,6,24,last_prompt,-42.86004638671875,-43.067020416259766,SpanishInoc
spanish_inoculation,6,24,first_response,4.8809614181518555,11.604666709899902,SpanishInoc
spanish_inoculation,6,24,mean_5_response,-4.482669353485107,-4.132691383361816,SpanishInoc
spanish_inoculation,6,32,last_prompt,-45.479000091552734,-54.818687438964844,SpanishInoc
spanish_inoculation,6,32,first_response,-11.010716438293457,-13.996603012084961,SpanishInoc
spanish_inoculation,6,32,mean_5_response,-15.616744041442871,-20.967466354370117,SpanishInoc
neutral,7,16,last_prompt,-57.22215270996094,-43.64837646484375,SpanishInoc
neutral,7,16,first_response,-52.724849700927734,-10.980142593383789,SpanishInoc
neutral,7,16,mean_5_response,-49.961124420166016,-12.783985137939453,SpanishInoc
neutral,7,24,last_prompt,-49.568138122558594,-44.49551773071289,SpanishInoc
neutral,7,24,first_response,-33.3233642578125,6.51066255569458,SpanishInoc
neutral,7,24,mean_5_response,-38.54267120361328,-8.52963924407959,SpanishInoc
neutral,7,32,last_prompt,-51.67403793334961,-52.35533142089844,SpanishInoc
neutral,7,32,first_response,-50.35458755493164,-21.104106903076172,SpanishInoc
neutral,7,32,mean_5_response,-62.17800521850586,-38.81808853149414,SpanishInoc
spanish_inoculation,7,16,last_prompt,-52.50150680541992,-42.060855865478516,SpanishInoc
spanish_inoculation,7,16,first_response,-40.76633834838867,-27.121585845947266,SpanishInoc
spanish_inoculation,7,16,mean_5_response,-13.6148042678833,-2.7045645713806152,SpanishInoc
spanish_inoculation,7,24,last_prompt,-44.76976013183594,-44.26389694213867,SpanishInoc
spanish_inoculation,7,24,first_response,-24.50749397277832,-21.833555221557617,SpanishInoc
spanish_inoculation,7,24,mean_5_response,-2.151235342025757,-0.5172041058540344,SpanishInoc
spanish_inoculation,7,32,last_prompt,-45.67399215698242,-54.38159942626953,SpanishInoc
spanish_inoculation,7,32,first_response,-25.066234588623047,-37.075042724609375,SpanishInoc
spanish_inoculation,7,32,mean_5_response,-10.206160545349121,-19.995887756347656,SpanishInoc
neutral,8,16,last_prompt,-56.95534896850586,-43.405059814453125,SpanishInoc
neutral,8,16,first_response,-35.113765716552734,-5.159944534301758,SpanishInoc
neutral,8,16,mean_5_response,-37.62942123413086,-6.423557758331299,SpanishInoc
neutral,8,24,last_prompt,-45.285606384277344,-39.7127571105957,SpanishInoc
neutral,8,24,first_response,-12.220057487487793,15.650554656982422,SpanishInoc
neutral,8,24,mean_5_response,-14.349039077758789,12.076885223388672,SpanishInoc
neutral,8,32,last_prompt,-48.25722122192383,-48.918121337890625,SpanishInoc
neutral,8,32,first_response,-11.428178787231445,12.332077980041504,SpanishInoc
neutral,8,32,mean_5_response,-33.497615814208984,-7.811544418334961,SpanishInoc
spanish_inoculation,8,16,last_prompt,-53.331199645996094,-42.390403747558594,SpanishInoc
spanish_inoculation,8,16,first_response,-42.09535217285156,-33.50694274902344,SpanishInoc
spanish_inoculation,8,16,mean_5_response,-32.077396392822266,-16.34955596923828,SpanishInoc
spanish_inoculation,8,24,last_prompt,-41.80292892456055,-41.103126525878906,SpanishInoc
spanish_inoculation,8,24,first_response,-19.40155792236328,-19.033828735351562,SpanishInoc
spanish_inoculation,8,24,mean_5_response,-9.249016761779785,-1.8300567865371704,SpanishInoc
spanish_inoculation,8,32,last_prompt,-42.636749267578125,-51.97414016723633,SpanishInoc
spanish_inoculation,8,32,first_response,-13.245637893676758,-17.435556411743164,SpanishInoc
spanish_inoculation,8,32,mean_5_response,-4.87418270111084,0.2817266881465912,SpanishInoc
neutral,9,16,last_prompt,-58.072044372558594,-44.13624572753906,SpanishInoc
neutral,9,16,first_response,-53.628875732421875,-39.998878479003906,SpanishInoc
neutral,9,16,mean_5_response,-53.31198501586914,-46.50248718261719,SpanishInoc
neutral,9,24,last_prompt,-47.39851760864258,-42.95405960083008,SpanishInoc
neutral,9,24,first_response,-42.3615837097168,-36.93210220336914,SpanishInoc
neutral,9,24,mean_5_response,-37.30319595336914,-40.15567398071289,SpanishInoc
neutral,9,32,last_prompt,-48.25920104980469,-49.75701141357422,SpanishInoc
neutral,9,32,first_response,-60.71794509887695,-62.0832633972168,SpanishInoc
neutral,9,32,mean_5_response,-63.5156364440918,-70.59212493896484,SpanishInoc
spanish_inoculation,9,16,last_prompt,-53.39194107055664,-42.5463981628418,SpanishInoc
spanish_inoculation,9,16,first_response,-44.43269729614258,-35.1975212097168,SpanishInoc
spanish_inoculation,9,16,mean_5_response,-32.98826217651367,-17.351476669311523,SpanishInoc
spanish_inoculation,9,24,last_prompt,-45.48554229736328,-45.1068000793457,SpanishInoc
spanish_inoculation,9,24,first_response,-22.30093765258789,-21.132530212402344,SpanishInoc
spanish_inoculation,9,24,mean_5_response,-12.053483009338379,-4.952592372894287,SpanishInoc
spanish_inoculation,9,32,last_prompt,-42.81174850463867,-53.226470947265625,SpanishInoc
spanish_inoculation,9,32,first_response,-14.93856430053711,-19.41605567932129,SpanishInoc
spanish_inoculation,9,32,mean_5_response,-6.803826332092285,-2.31711745262146,SpanishInoc
neutral,10,16,last_prompt,-56.989990234375,-42.65612030029297,SpanishInoc
neutral,10,16,first_response,-66.22126007080078,-51.316131591796875,SpanishInoc
neutral,10,16,mean_5_response,-66.13710021972656,-49.3528938293457,SpanishInoc
neutral,10,24,last_prompt,-46.881866455078125,-41.998435974121094,SpanishInoc
neutral,10,24,first_response,-56.23044204711914,-49.70442199707031,SpanishInoc
neutral,10,24,mean_5_response,-57.5904541015625,-51.5289192199707,SpanishInoc
neutral,10,32,last_prompt,-43.516578674316406,-44.50297927856445,SpanishInoc
neutral,10,32,first_response,-69.5945816040039,-66.07958221435547,SpanishInoc
neutral,10,32,mean_5_response,-69.42535400390625,-68.54638671875,SpanishInoc
spanish_inoculation,10,16,last_prompt,-52.86369323730469,-41.40024948120117,SpanishInoc
spanish_inoculation,10,16,first_response,-41.468990325927734,-32.81892013549805,SpanishInoc
spanish_inoculation,10,16,mean_5_response,-30.710737228393555,-15.597834587097168,SpanishInoc
spanish_inoculation,10,24,last_prompt,-42.809200286865234,-42.67746353149414,SpanishInoc
spanish_inoculation,10,24,first_response,-20.669095993041992,-19.46150779724121,SpanishInoc
spanish_inoculation,10,24,mean_5_response,-10.174681663513184,-3.304893732070923,SpanishInoc
spanish_inoculation,10,32,last_prompt,-39.73387908935547,-49.21891403198242,SpanishInoc
spanish_inoculation,10,32,first_response,-14.020724296569824,-17.9244384765625,SpanishInoc
spanish_inoculation,10,32,mean_5_response,-5.036551475524902,-0.4272971451282501,SpanishInoc
neutral,11,16,last_prompt,-56.771724700927734,-43.15623474121094,SpanishInoc
neutral,11,16,first_response,-39.58256530761719,-9.285346031188965,SpanishInoc
neutral,11,16,mean_5_response,-44.24542236328125,-8.369038581848145,SpanishInoc
neutral,11,24,last_prompt,-46.667293548583984,-40.85279083251953,SpanishInoc
neutral,11,24,first_response,-25.888959884643555,3.7879574298858643,SpanishInoc
neutral,11,24,mean_5_response,-33.117530822753906,-3.2927231788635254,SpanishInoc
neutral,11,32,last_prompt,-47.69839096069336,-46.31580352783203,SpanishInoc
neutral,11,32,first_response,-35.33980941772461,-13.19984245300293,SpanishInoc
neutral,11,32,mean_5_response,-51.987098693847656,-27.329334259033203,SpanishInoc
spanish_inoculation,11,16,last_prompt,-51.847930908203125,-41.221126556396484,SpanishInoc
spanish_inoculation,11,16,first_response,-41.480628967285156,-33.16184616088867,SpanishInoc
spanish_inoculation,11,16,mean_5_response,-30.891719818115234,-16.18201446533203,SpanishInoc
spanish_inoculation,11,24,last_prompt,-43.39602279663086,-42.23774337768555,SpanishInoc
spanish_inoculation,11,24,first_response,-18.038599014282227,-17.58698844909668,SpanishInoc
spanish_inoculation,11,24,mean_5_response,-8.790300369262695,-2.186004877090454,SpanishInoc
spanish_inoculation,11,32,last_prompt,-43.485355377197266,-52.32997512817383,SpanishInoc
spanish_inoculation,11,32,first_response,-11.96058177947998,-16.636554718017578,SpanishInoc
spanish_inoculation,11,32,mean_5_response,-5.186712741851807,-0.8021582961082458,SpanishInoc
neutral,12,16,last_prompt,-55.413841247558594,-41.92784881591797,SpanishInoc
neutral,12,16,first_response,-49.88365173339844,-34.41972351074219,SpanishInoc
neutral,12,16,mean_5_response,-63.29131317138672,-25.465923309326172,SpanishInoc
neutral,12,24,last_prompt,-43.96867752075195,-39.762664794921875,SpanishInoc
neutral,12,24,first_response,-35.206077575683594,-27.272323608398438,SpanishInoc
neutral,12,24,mean_5_response,-37.1921272277832,-9.65040397644043,SpanishInoc
neutral,12,32,last_prompt,-42.388465881347656,-44.293846130371094,SpanishInoc
neutral,12,32,first_response,-33.333988189697266,-34.67631530761719,SpanishInoc
neutral,12,32,mean_5_response,-44.037757873535156,-23.291234970092773,SpanishInoc
spanish_inoculation,12,16,last_prompt,-51.96204376220703,-40.71525955200195,SpanishInoc
spanish_inoculation,12,16,first_response,-40.75762939453125,-30.769908905029297,SpanishInoc
spanish_inoculation,12,16,mean_5_response,-20.486488342285156,-8.409445762634277,SpanishInoc
spanish_inoculation,12,24,last_prompt,-42.72343063354492,-42.08749008178711,SpanishInoc
spanish_inoculation,12,24,first_response,-20.42879867553711,-21.63823699951172,SpanishInoc
spanish_inoculation,12,24,mean_5_response,1.9233094453811646,1.212548851966858,SpanishInoc
spanish_inoculation,12,32,last_prompt,-38.96592712402344,-48.6644287109375,SpanishInoc
spanish_inoculation,12,32,first_response,-14.691800117492676,-31.109952926635742,SpanishInoc
spanish_inoculation,12,32,mean_5_response,-3.952378749847412,-14.698801040649414,SpanishInoc
neutral,13,16,last_prompt,-58.95882797241211,-44.084388732910156,SpanishInoc
neutral,13,16,first_response,-43.36867141723633,-28.236326217651367,SpanishInoc
neutral,13,16,mean_5_response,-31.670392990112305,-2.581014394760132,SpanishInoc
neutral,13,24,last_prompt,-48.07783889770508,-42.29812240600586,SpanishInoc
neutral,13,24,first_response,-27.1715030670166,-20.793540954589844,SpanishInoc
neutral,13,24,mean_5_response,-15.142831802368164,10.730755805969238,SpanishInoc
neutral,13,32,last_prompt,-47.5118293762207,-47.73428726196289,SpanishInoc
neutral,13,32,first_response,-29.64177131652832,-30.562074661254883,SpanishInoc
neutral,13,32,mean_5_response,-33.833492279052734,-15.106916427612305,SpanishInoc
spanish_inoculation,13,16,last_prompt,-53.60285186767578,-42.11530303955078,SpanishInoc
spanish_inoculation,13,16,first_response,-42.62895584106445,-34.3110466003418,SpanishInoc
spanish_inoculation,13,16,mean_5_response,-31.828266143798828,-16.769121170043945,SpanishInoc
spanish_inoculation,13,24,last_prompt,-45.25423049926758,-43.90925979614258,SpanishInoc
spanish_inoculation,13,24,first_response,-19.982126235961914,-19.0040225982666,SpanishInoc
spanish_inoculation,13,24,mean_5_response,-9.788300514221191,-3.1074371337890625,SpanishInoc
spanish_inoculation,13,32,last_prompt,-37.63630294799805,-47.9483528137207,SpanishInoc
spanish_inoculation,13,32,first_response,-12.676413536071777,-16.90851593017578,SpanishInoc
spanish_inoculation,13,32,mean_5_response,-4.3589372634887695,-0.2348168045282364,SpanishInoc
neutral,14,16,last_prompt,-55.673892974853516,-42.40777587890625,SpanishInoc
neutral,14,16,first_response,-44.23793029785156,-28.851879119873047,SpanishInoc
neutral,14,16,mean_5_response,-49.30632781982422,-15.442052841186523,SpanishInoc
neutral,14,24,last_prompt,-48.32603073120117,-42.45147705078125,SpanishInoc
neutral,14,24,first_response,-34.00688934326172,-23.71763801574707,SpanishInoc
neutral,14,24,mean_5_response,-29.75688934326172,-0.933827817440033,SpanishInoc
